#material
#Dust mixture
#Dust components:
#-graphite (parallel)
#   mass ratio: 0.125, size distr. : "plaw" (-3.5), size: 1e-07 [m] #-1e-05 [m]
#-graphite (perpend)
#   mass ratio: 0.25, size distr. : "plaw" (-3.5), size: 1e-07 [m] #-1e-05 [m]
#-astronomical silicate
#   mass ratio: 0.625, size distr. : "plaw" (-3.5), size: 1e-07 [m] #-1e-05 [m]

#weight
7.86597e+17
#aspect ratio
1
#sublimation temp [K]
300
#can align
1
#density [kg]
2896.55
#gold g factor
0
#f_highJ
0.25
#f_correlation
0
#min. grain size	max. grain size
1e-07	1e-05
#min. radius	max. radius [m]
1e-07	1e-05
#wavelength	avgCext1	avgCext2	avgCabs1	avgCabs2	avgCsca1	avgCsca2	Ccirc	avgHGg	avgQext1	avgQext2	avgQabs1	avgQabs2	avgQsca1	avgQsca2	avgKext1	avgKext2	avgKabs1	avgKabs2	avgKsca1	avgKsca2
3.60812e-05	3.79499e-14	3.79499e-14	2.32142e-14	2.32142e-14	1.47358e-14	1.47358e-14	0	-0.00164124	0.0194485	0.0194485	0.0192536	0.0192536	0.000194965	0.000194965	69.5529	69.5529	42.5458	42.5458	27.0071	27.0071
3.83636e-05	3.55623e-14	3.55623e-14	2.18383e-14	2.18383e-14	1.3724e-14	1.3724e-14	0	-0.00156069	0.017781	0.017781	0.0176132	0.0176132	0.000167832	0.000167832	65.1769	65.1769	40.0242	40.0242	25.1527	25.1527
4.07904e-05	3.31844e-14	3.31844e-14	2.04411e-14	2.04411e-14	1.27433e-14	1.27433e-14	0	-0.00146232	0.0161252	0.0161252	0.0159809	0.0159809	0.000144286	0.000144286	60.8188	60.8188	37.4635	37.4635	23.3553	23.3553
4.33706e-05	3.08156e-14	3.08156e-14	1.90475e-14	1.90475e-14	1.17681e-14	1.17681e-14	0	-0.00132659	0.0145312	0.0145312	0.0144076	0.0144076	0.000123614	0.000123614	56.4774	56.4774	34.9093	34.9093	21.568	21.568
4.61141e-05	2.84574e-14	2.84574e-14	1.76788e-14	1.76788e-14	1.07787e-14	1.07787e-14	0	-0.00112599	0.0130388	0.0130388	0.0129335	0.0129335	0.000105332	0.000105332	52.1555	52.1555	32.4008	32.4008	19.7547	19.7547
4.90312e-05	2.61225e-14	2.61225e-14	1.63526e-14	1.63526e-14	9.76996e-15	9.76996e-15	0	-0.00083572	0.0116582	0.0116582	0.011569	0.011569	8.92038e-05	8.92038e-05	47.8761	47.8761	29.9702	29.9702	17.9059	17.9059
5.21328e-05	2.38051e-14	2.38051e-14	1.5065e-14	1.5065e-14	8.74015e-15	8.74015e-15	0	-0.000481368	0.0103873	0.0103873	0.0103123	0.0103123	7.49921e-05	7.49921e-05	43.6289	43.6289	27.6104	27.6104	16.0185	16.0185
5.54306e-05	2.14922e-14	2.14922e-14	1.37988e-14	1.37988e-14	7.69338e-15	7.69338e-15	0	-0.000127383	0.00921737	0.00921737	0.00915489	0.00915489	6.24772e-05	6.24772e-05	39.3899	39.3899	25.2898	25.2898	14.1001	14.1001
5.89369e-05	1.91989e-14	1.91989e-14	1.25573e-14	1.25573e-14	6.6416e-15	6.6416e-15	0	0.000196927	0.00815287	0.00815287	0.00810138	0.00810138	5.1488e-05	5.1488e-05	35.1869	35.1869	23.0145	23.0145	12.1724	12.1724
6.26651e-05	1.69579e-14	1.69579e-14	1.13482e-14	1.13482e-14	5.60974e-15	5.60974e-15	0	0.000479504	0.00719689	0.00719689	0.00715497	0.00715497	4.19157e-05	4.19157e-05	31.0796	31.0796	20.7984	20.7984	10.2813	10.2813
6.66291e-05	1.48094e-14	1.48094e-14	1.01753e-14	1.01753e-14	4.63405e-15	4.63405e-15	0	0.000707225	0.00634079	0.00634079	0.00630709	0.00630709	3.36999e-05	3.36999e-05	27.1419	27.1419	18.6488	18.6488	8.49307	8.49307
7.08439e-05	1.28009e-14	1.28009e-14	9.05079e-15	9.05079e-15	3.75008e-15	3.75008e-15	0	0.000876037	0.00557683	0.00557683	0.00555005	0.00555005	2.67839e-05	2.67839e-05	23.4608	23.4608	16.5879	16.5879	6.87296	6.87296
7.53253e-05	1.09838e-14	1.09838e-14	8.00093e-15	8.00093e-15	2.98292e-15	2.98292e-15	0	0.000994133	0.00489973	0.00489973	0.00487864	0.00487864	2.10845e-05	2.10845e-05	20.1307	20.1307	14.6637	14.6637	5.46695	5.46695
8.00902e-05	9.40019e-15	9.40019e-15	7.05687e-15	7.05687e-15	2.34332e-15	2.34332e-15	0	0.00105556	0.00430075	0.00430075	0.00428426	0.00428426	1.64847e-05	1.64847e-05	17.2282	17.2282	12.9335	12.9335	4.29473	4.29473
8.51565e-05	8.06461e-15	8.06461e-15	6.23788e-15	6.23788e-15	1.82673e-15	1.82673e-15	0	0.0010486	0.00377041	0.00377041	0.00375758	0.00375758	1.28342e-05	1.28342e-05	14.7804	14.7804	11.4325	11.4325	3.34794	3.34794
9.05432e-05	6.95859e-15	6.95859e-15	5.54091e-15	5.54091e-15	1.41768e-15	1.41768e-15	0	0.000991139	0.00330406	0.00330406	0.0032941	0.0032941	9.9681e-06	9.9681e-06	12.7534	12.7534	10.1551	10.1551	2.59825	2.59825
9.62707e-05	6.04587e-15	6.04587e-15	4.94836e-15	4.94836e-15	1.09751e-15	1.09751e-15	0	0.000905359	0.00289646	0.00289646	0.00288873	0.00288873	7.73198e-06	7.73198e-06	11.0806	11.0806	9.06913	9.06913	2.01146	2.01146
0.000102361	5.29484e-15	5.29484e-15	4.44617e-15	4.44617e-15	8.48669e-16	8.48669e-16	0	0.000792354	0.00253857	0.00253857	0.00253258	0.00253258	5.99396e-06	5.99396e-06	9.70414	9.70414	8.14874	8.14874	1.5554	1.5554
0.000108836	4.66797e-15	4.66797e-15	4.01201e-15	4.01201e-15	6.55958e-16	6.55958e-16	0	0.000653008	0.00222525	0.00222525	0.0022206	0.0022206	4.64463e-06	4.64463e-06	8.55524	8.55524	7.35303	7.35303	1.20221	1.20221
0.00011572	4.11184e-15	4.11184e-15	3.60508e-15	3.60508e-15	5.0676e-16	5.0676e-16	0	0.000496807	0.00195623	0.00195623	0.00195264	0.00195264	3.59472e-06	3.59472e-06	7.53598	7.53598	6.60721	6.60721	0.928766	0.928766
0.00012304	3.58336e-15	3.58336e-15	3.19219e-15	3.19219e-15	3.91171e-16	3.91171e-16	0	0.000340259	0.00172853	0.00172853	0.00172575	0.00172575	2.77671e-06	2.77671e-06	6.56741	6.56741	5.85049	5.85049	0.716921	0.716921
0.000130824	3.06005e-15	3.06005e-15	2.75842e-15	2.75842e-15	3.01633e-16	3.01633e-16	0	0.000197635	0.00153517	0.00153517	0.00153303	0.00153303	2.14165e-06	2.14165e-06	5.60832	5.60832	5.0555	5.0555	0.552819	0.552819
0.000139099	2.55142e-15	2.55142e-15	2.31892e-15	2.31892e-15	2.325e-16	2.325e-16	0	7.6511e-05	0.00136388	0.00136388	0.00136223	0.00136223	1.65283e-06	1.65283e-06	4.67612	4.67612	4.25001	4.25001	0.426114	0.426114
0.000147898	2.09874e-15	2.09874e-15	1.91929e-15	1.91929e-15	1.79455e-16	1.79455e-16	0	-2.38512e-05	0.00120139	0.00120139	0.00120011	0.00120011	1.27907e-06	1.27907e-06	3.84648	3.84648	3.51758	3.51758	0.328897	0.328897
0.000157254	1.73596e-15	1.73596e-15	1.59717e-15	1.59717e-15	1.38794e-16	1.38794e-16	0	-0.000105917	0.00105032	0.00105032	0.00104933	0.00104933	9.92274e-07	9.92274e-07	3.18159	3.18159	2.92721	2.92721	0.254376	0.254376
0.000167201	1.46085e-15	1.46085e-15	1.35332e-15	1.35332e-15	1.07531e-16	1.07531e-16	0	-0.000170867	0.0009182	0.0009182	0.000917429	0.000917429	7.70986e-07	7.70986e-07	2.67738	2.67738	2.4803	2.4803	0.197078	0.197078
0.000177778	1.24946e-15	1.24946e-15	1.16604e-15	1.16604e-15	8.34267e-17	8.34267e-17	0	-0.000222797	0.000805097	0.000805097	0.000804497	0.000804497	5.99707e-07	5.99707e-07	2.28995	2.28995	2.13705	2.13705	0.152901	0.152901
0.000189024	1.08262e-15	1.08262e-15	1.01782e-15	1.01782e-15	6.47987e-17	6.47987e-17	0	-0.000263945	0.000707996	0.000707996	0.000707529	0.000707529	4.6687e-07	4.6687e-07	1.98418	1.98418	1.86542	1.86542	0.11876	0.11876
0.000200981	9.47615e-16	9.47615e-16	8.9724e-16	8.9724e-16	5.0375e-17	5.0375e-17	0	-0.000295957	0.000623951	0.000623951	0.000623587	0.000623587	3.63686e-07	3.63686e-07	1.73674	1.73674	1.64442	1.64442	0.092325	0.092325
0.000213694	8.36292e-16	8.36292e-16	7.971e-16	7.971e-16	3.91918e-17	3.91918e-17	0	-0.000320099	0.000550796	0.000550796	0.000550513	0.000550513	2.83458e-07	2.83458e-07	1.53272	1.53272	1.46089	1.46089	0.0718289	0.0718289
0.000227212	7.43061e-16	7.43061e-16	7.1255e-16	7.1255e-16	3.05118e-17	3.05118e-17	0	-0.000337591	0.000486855	0.000486855	0.000486634	0.000486634	2.21032e-07	2.21032e-07	1.36185	1.36185	1.30593	1.30593	0.0559207	0.0559207
0.000241585	6.64054e-16	6.64054e-16	6.40286e-16	6.40286e-16	2.37678e-17	2.37678e-17	0	-0.000349473	0.000430755	0.000430755	0.000430582	0.000430582	1.72421e-07	1.72421e-07	1.21705	1.21705	1.17349	1.17349	0.0435605	0.0435605
0.000256867	5.96451e-16	5.96451e-16	5.77928e-16	5.77928e-16	1.85232e-17	1.85232e-17	0	-0.000356581	0.000381398	0.000381398	0.000381263	0.000381263	1.34543e-07	1.34543e-07	1.09315	1.09315	1.0592	1.0592	0.0339485	0.0339485
0.000273115	5.38201e-16	5.38201e-16	5.23759e-16	5.23759e-16	1.44419e-17	1.44419e-17	0	-0.000359448	0.000337916	0.000337916	0.000337811	0.000337811	1.05015e-07	1.05015e-07	0.986389	0.986389	0.95992	0.95992	0.0264684	0.0264684
0.000290392	4.87682e-16	4.87682e-16	4.76418e-16	4.76418e-16	1.12637e-17	1.12637e-17	0	-0.000358609	0.000299581	0.000299581	0.000299499	0.000299499	8.19854e-08	8.19854e-08	0.893801	0.893801	0.873157	0.873157	0.0206436	0.0206436
0.000308761	4.43592e-16	4.43592e-16	4.34804e-16	4.34804e-16	8.78757e-18	8.78757e-18	0	-0.000354612	0.000265762	0.000265762	0.000265698	0.000265698	6.4018e-08	6.4018e-08	0.812994	0.812994	0.796888	0.796888	0.0161054	0.0161054
0.000328293	4.04921e-16	4.04921e-16	3.98063e-16	3.98063e-16	6.85786e-18	6.85786e-18	0	-0.000347921	0.000235878	0.000235878	0.000235828	0.000235828	4.99986e-08	4.99986e-08	0.74212	0.74212	0.729551	0.729551	0.0125688	0.0125688
0.000349059	3.70837e-16	3.70837e-16	3.65483e-16	3.65483e-16	5.35357e-18	5.35357e-18	0	-0.000338958	0.000209421	0.000209421	0.000209382	0.000209382	3.90581e-08	3.90581e-08	0.679652	0.679652	0.66984	0.66984	0.00981178	0.00981178
0.00037114	3.40652e-16	3.40652e-16	3.36471e-16	3.36471e-16	4.18014e-18	4.18014e-18	0	-0.000328064	0.000185987	0.000185987	0.000185957	0.000185957	3.05156e-08	3.05156e-08	0.62433	0.62433	0.616669	0.616669	0.00766116	0.00766116
0.000394617	3.13779e-16	3.13779e-16	3.10514e-16	3.10514e-16	3.26439e-18	3.26439e-18	0	-0.000315602	0.00016522	0.00016522	0.000165196	0.000165196	2.38434e-08	2.38434e-08	0.575079	0.575079	0.569096	0.569096	0.00598282	0.00598282
0.00041958	2.89721e-16	2.89721e-16	2.87172e-16	2.87172e-16	2.54968e-18	2.54968e-18	0	-0.000301946	0.000146802	0.000146802	0.000146783	0.000146783	1.8632e-08	1.8632e-08	0.530988	0.530988	0.526315	0.526315	0.00467292	0.00467292
0.000446121	2.68099e-16	2.68099e-16	2.66108e-16	2.66108e-16	1.99176e-18	1.99176e-18	0	-0.00028737	0.00013046	0.00013046	0.000130446	0.000130446	1.45613e-08	1.45613e-08	0.49136	0.49136	0.48771	0.48771	0.00365041	0.00365041
0.000474342	2.48606e-16	2.48606e-16	2.4705e-16	2.4705e-16	1.55614e-18	1.55614e-18	0	-0.000272096	0.000115955	0.000115955	0.000115943	0.000115943	1.13808e-08	1.13808e-08	0.455633	0.455633	0.452781	0.452781	0.00285201	0.00285201
0.000504347	2.30977e-16	2.30977e-16	2.29761e-16	2.29761e-16	1.21588e-18	1.21588e-18	0	-0.000256425	0.000103088	0.000103088	0.000103079	0.000103079	8.89542e-09	8.89542e-09	0.423324	0.423324	0.421096	0.421096	0.00222841	0.00222841
0.000536251	2.14965e-16	2.14965e-16	2.14015e-16	2.14015e-16	9.50078e-19	9.50078e-19	0	-0.000240641	9.16751e-05	9.16751e-05	9.16682e-05	9.16682e-05	6.9529e-09	6.9529e-09	0.393978	0.393978	0.392237	0.392237	0.00174126	0.00174126
0.000570172	2.00327e-16	2.00327e-16	1.99585e-16	1.99585e-16	7.42459e-19	7.42459e-19	0	-0.000224934	8.15251e-05	8.15251e-05	8.15197e-05	8.15197e-05	5.43498e-09	5.43498e-09	0.36715	0.36715	0.36579	0.36579	0.00136074	0.00136074
0.00060624	1.86886e-16	1.86886e-16	1.86306e-16	1.86306e-16	5.80274e-19	5.80274e-19	0	-0.000209463	7.24887e-05	7.24887e-05	7.24844e-05	7.24844e-05	4.2488e-09	4.2488e-09	0.342516	0.342516	0.341453	0.341453	0.0010635	0.0010635
0.000644589	1.74529e-16	1.74529e-16	1.74075e-16	1.74075e-16	4.53524e-19	4.53524e-19	0	-0.000194357	6.44595e-05	6.44595e-05	6.44562e-05	6.44562e-05	3.32147e-09	3.32147e-09	0.319868	0.319868	0.319037	0.319037	0.000831198	0.000831198
0.000685364	1.63137e-16	1.63137e-16	1.62783e-16	1.62783e-16	3.54461e-19	3.54461e-19	0	-0.00017974	5.73282e-05	5.73282e-05	5.73256e-05	5.73256e-05	2.59649e-09	2.59649e-09	0.29899	0.29899	0.298341	0.298341	0.000649639	0.000649639
0.000728718	1.52594e-16	1.52594e-16	1.52317e-16	1.52317e-16	2.77047e-19	2.77047e-19	0	-0.000165726	5.0986e-05	5.0986e-05	5.09839e-05	5.09839e-05	2.0298e-09	2.0298e-09	0.279668	0.279668	0.27916	0.27916	0.000507759	0.000507759
0.000774815	1.42807e-16	1.42807e-16	1.4259e-16	1.4259e-16	2.16555e-19	2.16555e-19	0	-0.000152369	4.53403e-05	4.53403e-05	4.53387e-05	4.53387e-05	1.58688e-09	1.58688e-09	0.26173	0.26173	0.261333	0.261333	0.000396892	0.000396892
0.000823827	1.33696e-16	1.33696e-16	1.33527e-16	1.33527e-16	1.69283e-19	1.69283e-19	0	-0.000139717	4.03106e-05	4.03106e-05	4.03093e-05	4.03093e-05	1.24067e-09	1.24067e-09	0.245032	0.245032	0.244721	0.244721	0.000310253	0.000310253
0.00087594	1.25197e-16	1.25197e-16	1.25064e-16	1.25064e-16	1.3233e-19	1.3233e-19	0	-0.000127819	3.58283e-05	3.58283e-05	3.58273e-05	3.58273e-05	9.69988e-10	9.69988e-10	0.229454	0.229454	0.229212	0.229212	0.000242528	0.000242528
0.00093135	1.17249e-16	1.17249e-16	1.17145e-16	1.17145e-16	1.03439e-19	1.03439e-19	0	-0.000116732	3.1856e-05	3.1856e-05	3.18553e-05	3.18553e-05	7.58322e-10	7.58322e-10	0.214888	0.214888	0.214698	0.214698	0.000189577	0.000189577
0.000990265	1.09795e-16	1.09795e-16	1.09714e-16	1.09714e-16	8.08534e-20	8.08534e-20	0	-0.000106522	2.8376e-05	2.8376e-05	2.83754e-05	2.83754e-05	5.92829e-10	5.92829e-10	0.201227	0.201227	0.201079	0.201079	0.000148184	0.000148184
0.00105291	1.02751e-16	1.02751e-16	1.02688e-16	1.02688e-16	6.32174e-20	6.32174e-20	0	-9.72319e-05	2.52679e-05	2.52679e-05	2.52674e-05	2.52674e-05	4.63584e-10	4.63584e-10	0.188317	0.188317	0.188201	0.188201	0.000115862	0.000115862
0.00111951	9.60576e-17	9.60576e-17	9.60082e-17	9.60082e-17	4.94585e-20	4.94585e-20	0	-8.88522e-05	2.24073e-05	2.24073e-05	2.2407e-05	2.2407e-05	3.62738e-10	3.62738e-10	0.17605	0.17605	0.175959	0.175959	9.06452e-05	9.06452e-05
0.00119033	8.98178e-17	8.98178e-17	8.97791e-17	8.97791e-17	3.86947e-20	3.86947e-20	0	-8.12316e-05	1.98699e-05	1.98699e-05	1.98696e-05	1.98696e-05	2.83832e-10	2.83832e-10	0.164614	0.164614	0.164543	0.164543	7.09179e-05	7.09179e-05
0.00126562	8.40872e-17	8.40872e-17	8.40569e-17	8.40569e-17	3.02573e-20	3.02573e-20	0	-7.42661e-05	1.76911e-05	1.76911e-05	1.76909e-05	1.76909e-05	2.21969e-10	2.21969e-10	0.154111	0.154111	0.154056	0.154056	5.54542e-05	5.54542e-05
0.00134568	7.87567e-17	7.87567e-17	7.87331e-17	7.87331e-17	2.36561e-20	2.36561e-20	0	-6.79837e-05	1.57379e-05	1.57379e-05	1.57377e-05	1.57377e-05	1.7356e-10	1.7356e-10	0.144342	0.144342	0.144298	0.144298	4.33557e-05	4.33557e-05
0.00143081	7.37355e-17	7.37355e-17	7.3717e-17	7.3717e-17	1.84959e-20	1.84959e-20	0	-6.2192e-05	1.39632e-05	1.39632e-05	1.3963e-05	1.3963e-05	1.35714e-10	1.35714e-10	0.135139	0.135139	0.135105	0.135105	3.38984e-05	3.38984e-05
0.00152132	6.89751e-17	6.89751e-17	6.89607e-17	6.89607e-17	1.44594e-20	1.44594e-20	0	-5.65446e-05	1.24156e-05	1.24156e-05	1.24155e-05	1.24155e-05	1.06109e-10	1.06109e-10	0.126414	0.126414	0.126388	0.126388	2.65005e-05	2.65005e-05
0.00161755	6.44668e-17	6.44668e-17	6.44555e-17	6.44555e-17	1.13024e-20	1.13024e-20	0	-5.11082e-05	1.10669e-05	1.10669e-05	1.10668e-05	1.10668e-05	8.29528e-11	8.29528e-11	0.118152	0.118152	0.118131	0.118131	2.07145e-05	2.07145e-05
0.00171987	6.02176e-17	6.02176e-17	6.02087e-17	6.02087e-17	8.83458e-21	8.83458e-21	0	-4.60854e-05	9.85582e-06	9.85582e-06	9.85576e-06	9.85576e-06	6.48497e-11	6.48497e-11	0.110364	0.110364	0.110348	0.110348	1.61916e-05	1.61916e-05
0.00182867	5.62204e-17	5.62204e-17	5.62135e-17	5.62135e-17	6.90582e-21	6.90582e-21	0	-4.15191e-05	8.75134e-06	8.75134e-06	8.75129e-06	8.75129e-06	5.06989e-11	5.06989e-11	0.103038	0.103038	0.103026	0.103026	1.26567e-05	1.26567e-05
0.00194434	5.2467e-17	5.2467e-17	5.24616e-17	5.24616e-17	5.39841e-21	5.39841e-21	0	-3.73949e-05	7.73772e-06	7.73772e-06	7.73768e-06	7.73768e-06	3.96377e-11	3.96377e-11	0.0961591	0.0961591	0.0961492	0.0961492	9.89395e-06	9.89395e-06
0.00206734	4.89514e-17	4.89514e-17	4.89472e-17	4.89472e-17	4.22024e-21	4.22024e-21	0	-3.36586e-05	6.81492e-06	6.81492e-06	6.81489e-06	6.81489e-06	3.09912e-11	3.09912e-11	0.0897159	0.0897159	0.0897082	0.0897082	7.73466e-06	7.73466e-06
0.00219811	4.56644e-17	4.56644e-17	4.56611e-17	4.56611e-17	3.29936e-21	3.29936e-21	0	-3.02644e-05	5.98043e-06	5.98043e-06	5.98041e-06	5.98041e-06	2.42318e-11	2.42318e-11	0.0836916	0.0836916	0.0836856	0.0836856	6.04691e-06	6.04691e-06
0.00233716	4.25933e-17	4.25933e-17	4.25907e-17	4.25907e-17	2.57953e-21	2.57953e-21	0	-2.7177e-05	5.22761e-06	5.22761e-06	5.22759e-06	5.22759e-06	1.89475e-11	1.89475e-11	0.078063	0.078063	0.0780583	0.0780583	4.72765e-06	4.72765e-06
0.002485	3.97258e-17	3.97258e-17	3.97238e-17	3.97238e-17	2.01684e-21	2.01684e-21	0	-2.43654e-05	4.55018e-06	4.55018e-06	4.55017e-06	4.55017e-06	1.48161e-11	1.48161e-11	0.0728075	0.0728075	0.0728038	0.0728038	3.69637e-06	3.69637e-06
0.00264219	3.70502e-17	3.70502e-17	3.70486e-17	3.70486e-17	1.57696e-21	1.57696e-21	0	-2.18019e-05	3.94233e-06	3.94233e-06	3.94232e-06	3.94232e-06	1.1586e-11	1.1586e-11	0.0679038	0.0679038	0.0679009	0.0679009	2.89018e-06	2.89018e-06
0.00280933	3.45553e-17	3.45553e-17	3.4554e-17	3.4554e-17	1.23307e-21	1.23307e-21	0	-1.94628e-05	3.39871e-06	3.39871e-06	3.3987e-06	3.3987e-06	9.06042e-12	9.06042e-12	0.0633312	0.0633312	0.063329	0.063329	2.25992e-06	2.25992e-06
0.00298704	3.22304e-17	3.22304e-17	3.22294e-17	3.22294e-17	9.64216e-22	9.64216e-22	0	-1.73245e-05	2.91437e-06	2.91437e-06	2.91436e-06	2.91436e-06	7.08563e-12	7.08563e-12	0.0590703	0.0590703	0.0590685	0.0590685	1.76717e-06	1.76717e-06
0.00317599	3.00653e-17	3.00653e-17	3.00645e-17	3.00645e-17	7.54008e-22	7.54008e-22	0	-1.53647e-05	2.48474e-06	2.48474e-06	2.48474e-06	2.48474e-06	5.54144e-12	5.54144e-12	0.0551022	0.0551022	0.0551008	0.0551008	1.38191e-06	1.38191e-06
0.0033769	2.80502e-17	2.80502e-17	2.80496e-17	2.80496e-17	5.89649e-22	5.89649e-22	0	-1.35736e-05	2.10561e-06	2.10561e-06	2.10561e-06	2.10561e-06	4.33392e-12	4.33392e-12	0.0514091	0.0514091	0.0514081	0.0514081	1.08068e-06	1.08068e-06
0.00359051	2.61759e-17	2.61759e-17	2.61755e-17	2.61755e-17	4.61133e-22	4.61133e-22	0	-1.19298e-05	1.77307e-06	1.77307e-06	1.77307e-06	1.77307e-06	3.38963e-12	3.38963e-12	0.047974	0.047974	0.0479731	0.0479731	8.45143e-07	8.45143e-07
0.00381764	2.44334e-17	2.44334e-17	2.44331e-17	2.44331e-17	3.60639e-22	3.60639e-22	0	-1.04174e-05	1.4835e-06	1.4835e-06	1.48349e-06	1.48349e-06	2.65115e-12	2.65115e-12	0.0447804	0.0447804	0.0447798	0.0447798	6.60962e-07	6.60962e-07
0.00405913	2.28142e-17	2.28142e-17	2.2814e-17	2.2814e-17	2.82054e-22	2.82054e-22	0	-9.03104e-06	1.23352e-06	1.23352e-06	1.23351e-06	1.23351e-06	2.07362e-12	2.07362e-12	0.0418129	0.0418129	0.0418124	0.0418124	5.16935e-07	5.16935e-07
0.0043159	2.13102e-17	2.13102e-17	2.131e-17	2.131e-17	2.20599e-22	2.20599e-22	0	-7.75573e-06	1.01999e-06	1.01999e-06	1.01998e-06	1.01998e-06	1.62193e-12	1.62193e-12	0.0390564	0.0390564	0.039056	0.039056	4.04303e-07	4.04303e-07
0.00458891	1.99136e-17	1.99136e-17	1.99135e-17	1.99135e-17	1.72538e-22	1.72538e-22	0	-6.58381e-06	8.39944e-07	8.39944e-07	8.39943e-07	8.39943e-07	1.26866e-12	1.26866e-12	0.0364968	0.0364968	0.0364965	0.0364965	3.1622e-07	3.1622e-07
0.00487919	1.8617e-17	1.8617e-17	1.86168e-17	1.86168e-17	1.34951e-22	1.34951e-22	0	-5.5027e-06	6.90591e-07	6.90591e-07	6.9059e-07	6.9059e-07	9.92351e-13	9.92351e-13	0.0341203	0.0341203	0.03412	0.03412	2.47332e-07	2.47332e-07
0.00518784	1.74131e-17	1.74131e-17	1.7413e-17	1.7413e-17	1.05554e-22	1.05554e-22	0	-4.51893e-06	5.69254e-07	5.69254e-07	5.69254e-07	5.69254e-07	7.76233e-13	7.76233e-13	0.0319139	0.0319139	0.0319137	0.0319137	1.93454e-07	1.93454e-07
0.00551601	1.62951e-17	1.62951e-17	1.6295e-17	1.6295e-17	8.25616e-23	8.25616e-23	0	-3.60316e-06	4.73351e-07	4.73351e-07	4.73351e-07	4.73351e-07	6.07189e-13	6.07189e-13	0.0298648	0.0298648	0.0298647	0.0298647	1.51315e-07	1.51315e-07
0.00586493	1.52563e-17	1.52563e-17	1.52563e-17	1.52563e-17	6.45782e-23	6.45782e-23	0	-2.77724e-06	4.00357e-07	4.00357e-07	4.00357e-07	4.00357e-07	4.74963e-13	4.74963e-13	0.0279611	0.0279611	0.0279609	0.0279609	1.18356e-07	1.18356e-07
0.00623593	1.42904e-17	1.42904e-17	1.42903e-17	1.42903e-17	5.05121e-23	5.05121e-23	0	-2.02296e-06	3.47769e-07	3.47769e-07	3.47768e-07	3.47768e-07	3.71533e-13	3.71533e-13	0.0261907	0.0261907	0.0261906	0.0261906	9.25761e-08	9.25761e-08
0.0066304	1.33909e-17	1.33909e-17	1.33909e-17	1.33909e-17	3.95097e-23	3.95097e-23	0	-1.33283e-06	3.13064e-07	3.13064e-07	3.13064e-07	3.13064e-07	2.90627e-13	2.90627e-13	0.0245422	0.0245422	0.0245422	0.0245422	7.24115e-08	7.24115e-08
0.00704982	1.25518e-17	1.25518e-17	1.25518e-17	1.25518e-17	3.09035e-23	3.09035e-23	0	-7.16409e-07	2.93662e-07	2.93662e-07	2.93662e-07	2.93662e-07	2.27338e-13	2.27338e-13	0.0230044	0.0230044	0.0230043	0.0230043	5.66385e-08	5.66385e-08
0.00749577	1.1767e-17	1.1767e-17	1.1767e-17	1.1767e-17	2.41716e-23	2.41716e-23	0	-1.69615e-07	2.86877e-07	2.86877e-07	2.86877e-07	2.86877e-07	1.77829e-13	1.77829e-13	0.021566	0.021566	0.021566	0.021566	4.43006e-08	4.43006e-08
0.00796994	1.10303e-17	1.10303e-17	1.10303e-17	1.10303e-17	1.89057e-23	1.89057e-23	0	3.1084e-07	2.89875e-07	2.89875e-07	2.89874e-07	2.89874e-07	1.391e-13	1.391e-13	0.0202159	0.0202159	0.0202159	0.0202159	3.46495e-08	3.46495e-08
0.00847409	1.03357e-17	1.03357e-17	1.03357e-17	1.03357e-17	1.47865e-23	1.47865e-23	0	6.91441e-07	2.99614e-07	2.99614e-07	2.99614e-07	2.99614e-07	1.08804e-13	1.08804e-13	0.0189429	0.0189429	0.0189428	0.0189428	2.71e-08	2.71e-08
0.00901014	9.67696e-18	9.67696e-18	9.67695e-18	9.67695e-18	1.15643e-23	1.15643e-23	0	1.01962e-06	3.12797e-07	3.12797e-07	3.12797e-07	3.12797e-07	8.51034e-14	8.51034e-14	0.0177355	0.0177355	0.0177355	0.0177355	2.11945e-08	2.11945e-08
0.0095801	9.04754e-18	9.04754e-18	9.04753e-18	9.04753e-18	9.04374e-24	9.04374e-24	0	1.27762e-06	3.25803e-07	3.25803e-07	3.25803e-07	3.25803e-07	6.65631e-14	6.65631e-14	0.0165819	0.0165819	0.0165819	0.0165819	1.65749e-08	1.65749e-08
0.0101861	8.44081e-18	8.44081e-18	8.4408e-18	8.4408e-18	7.07206e-24	7.07206e-24	0	1.43874e-06	3.34641e-07	3.34641e-07	3.34641e-07	3.34641e-07	5.20595e-14	5.20595e-14	0.0154699	0.0154699	0.0154699	0.0154699	1.29613e-08	1.29613e-08
0.0108305	7.85254e-18	7.85254e-18	7.85253e-18	7.85253e-18	5.52979e-24	5.52979e-24	0	1.54641e-06	3.36638e-07	3.36638e-07	3.36638e-07	3.36638e-07	4.07141e-14	4.07141e-14	0.0143918	0.0143918	0.0143917	0.0143917	1.01347e-08	1.01347e-08
0.0115156	7.28308e-18	7.28308e-18	7.28307e-18	7.28307e-18	4.32353e-24	4.32353e-24	0	1.54692e-06	3.31906e-07	3.31906e-07	3.31906e-07	3.31906e-07	3.18396e-14	3.18396e-14	0.0133481	0.0133481	0.0133481	0.0133481	7.92397e-09	7.92397e-09
